day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;377800;COCONUTS;7911;67;7910;108;;;7913;175;;;;;7912.0;-49816.0
2;377800;PINA_COLADAS;14829;26;14828;59;;;14831;26;14832;59;;;14830.0;-41899.0
2;377900;PEARLS;9996;2;9995;24;;;10002;6;10004;2;10005;24;9999.0;4823.0
2;377900;BANANAS;4837;2;4836;24;;;4838;4;4841;7;4843;26;4837.5;2647.20703125
2;377900;COCONUTS;7910;198;;;;;7913;198;;;;;7911.5;-50056.5
2;377900;PINA_COLADAS;14829;104;;;;;14832;104;;;;;14830.5;-41776.0
2;378000;PEARLS;9996;2;9995;27;;;9998;1;10002;2;10004;2;9997.0;4823.0
2;378000;BANANAS;4836;29;;;;;4841;2;4842;2;4843;27;4838.5;2656.0712890625
2;378000;COCONUTS;7912;187;;;;;7914;51;7915;136;;;7913.0;-49135.0
2;378000;PINA_COLADAS;14834;21;14833;100;;;14836;100;;;;;14835.0;-40633.5
2;378100;PINA_COLADAS;14833;97;;;;;14834;30;14836;97;;;14833.5;-40519.5
2;378100;PEARLS;9995;29;;;;;10000;4;10005;29;;;9997.5;4825.0
2;378100;BANANAS;4836;29;;;;;4843;29;;;;;4839.5;2654.8935546875
2;378100;COCONUTS;7912;170;;;;;7915;170;;;;;7913.5;-48826.0
2;378200;PEARLS;9996;1;9995;29;;;10002;4;10004;1;10005;29;9999.0;4825.0
2;378200;BANANAS;4837;30;;;;;4841;4;4843;30;;;4839.0;2654.052734375
2;378200;COCONUTS;7914;195;;;;;7916;67;7917;128;;;7915.0;-47915.5
2;378200;PINA_COLADAS;14839;27;14838;74;;;14841;74;;;;;14840.0;-39047.0
2;378300;PEARLS;9996;2;9995;23;;;10002;1;10004;2;10005;23;9999.0;4825.0
2;378300;BANANAS;4837;25;;;;;4841;1;4843;25;;;4839.0;2653.904296875
2;378300;COCONUTS;7915;208;;;;;7917;208;;;;;7916.0;-47357.5
2;378300;PINA_COLADAS;14839;76;;;;;14842;85;;;;;14840.5;-38827.0
2;378400;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;4825.0
2;378400;COCONUTS;7915;169;;;;;7916;69;7917;46;7918;123;7915.5;-47263.5
2;378400;PINA_COLADAS;14837;101;;;;;14840;101;;;;;14838.5;-39334.5
2;378400;BANANAS;4842;1;4836;20;;;4843;20;;;;;4842.5;2654.521484375
2;378500;PINA_COLADAS;14839;38;14838;63;;;14841;38;14842;63;;;14840.0;-38883.0
2;378500;BANANAS;4836;29;;;;;4837;1;4841;6;4843;29;4836.5;2657.375
2;378500;PEARLS;9995;29;;;;;10002;6;10005;29;;;9998.5;4825.0
2;378500;COCONUTS;7916;181;;;;;7919;181;;;;;7917.5;-46570.0
2;378600;BANANAS;4836;22;;;;;4842;1;4843;21;;;4839.0;2661.435546875
2;378600;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;4825.0
2;378600;COCONUTS;7917;187;;;;;7920;187;;;;;7918.5;-45878.0
2;378600;PINA_COLADAS;14840;34;14839;55;;;14842;34;14843;55;;;14841.0;-38636.0
2;378700;PEARLS;9996;1;9995;28;;;9998;1;10004;1;10005;28;9997.0;4825.0
2;378700;COCONUTS;7918;73;7917;148;;;7920;221;;;;;7919.0;-45663.5
2;378700;PINA_COLADAS;14841;90;;;;;14844;90;;;;;14842.5;-38065.5
2;378700;BANANAS;4836;1;4835;28;;;4842;29;;;;;4839.0;2662.7880859375
2;378800;PEARLS;9998;8;9996;1;9995;30;10004;1;10005;30;;;10001.0;4827.0
2;378800;COCONUTS;7919;63;7918;144;;;7921;207;;;;;7920.0;-45067.0
2;378800;PINA_COLADAS;14844;81;;;;;14847;81;;;;;14845.5;-37350.5
2;378800;BANANAS;4836;8;4835;31;;;4842;31;;;;;4839.0;2663.353515625
2;378900;PINA_COLADAS;14846;38;14845;58;;;14848;38;14849;58;;;14847.0;-36830.5
2;378900;BANANAS;4836;23;;;;;4841;3;4842;2;4843;21;4838.5;2661.341796875
2;378900;PEARLS;9996;2;9995;21;;;10002;3;10004;2;10005;21;9999.0;4827.0
2;378900;COCONUTS;7919;215;;;;;7920;61;7922;215;;;7919.5;-44689.5
2;379000;BANANAS;4835;20;;;;;4842;20;;;;;4838.5;2662.525390625
2;379000;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;4827.0
2;379000;COCONUTS;7919;190;;;;;7922;190;;;;;7920.5;-44714.5
2;379000;PINA_COLADAS;14846;80;;;;;14849;80;;;;;14847.5;-36641.5
2;379100;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;4830.0
2;379100;COCONUTS;7920;210;;;;;7922;75;7923;135;;;7921.0;-44333.0
2;379100;PINA_COLADAS;14848;94;;;;;14851;94;;;;;14849.5;-36125.0
2;379100;BANANAS;4835;21;;;;;4842;21;;;;;4838.5;2665.685546875
2;379200;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;4830.0
2;379200;COCONUTS;7920;174;;;;;7922;57;7923;117;;;7921.0;-44322.5
2;379200;PINA_COLADAS;14848;85;;;;;14851;85;;;;;14849.5;-36002.5
2;379200;BANANAS;4835;21;;;;;4841;21;;;;;4838.0;2667.697265625
2;379300;PINA_COLADAS;14849;93;;;;;14852;93;;;;;14850.5;-35722.0
2;379300;BANANAS;4835;2;4834;28;;;4839;2;4841;30;;;4837.0;2668.521484375
2;379300;PEARLS;9996;2;9995;28;;;10002;2;10004;2;10005;28;9999.0;4836.0
2;379300;COCONUTS;7919;67;7918;124;;;7921;191;;;;;7920.0;-44999.0
2;379400;BANANAS;4835;29;;;;;4836;3;4841;30;;;4835.5;2668.25
2;379400;PEARLS;9996;1;9995;29;;;9998;1;10004;1;10005;29;9997.0;4836.0
2;379400;COCONUTS;7919;67;7918;104;;;7921;171;;;;;7920.0;-45066.0
2;379400;PINA_COLADAS;14851;75;;;;;14854;75;;;;;14852.5;-35176.0
2;379500;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;4838.0
2;379500;COCONUTS;7919;189;;;;;7921;189;;;;;7920.0;-44964.0
2;379500;PINA_COLADAS;14851;85;;;;;14854;85;;;;;14852.5;-35165.5
2;379500;BANANAS;4834;24;;;;;4841;24;;;;;4837.5;2674.21240234375
2;379600;PEARLS;9996;1;9995;20;;;9998;10;10004;1;10005;20;9997.0;4838.0
2;379600;COCONUTS;7920;74;7919;124;;;7922;198;;;;;7921.0;-44377.5
2;379600;PINA_COLADAS;14853;103;;;;;14856;103;;;;;14854.5;-34542.5
2;379600;BANANAS;4834;21;;;;;4835;5;4840;1;4841;20;4834.5;2674.830078125
2;379700;PINA_COLADAS;14855;94;;;;;14858;94;;;;;14856.5;-34006.0
2;379700;BANANAS;4833;28;;;;;4840;28;;;;;4836.5;2683.951171875
2;379700;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;4838.0
2;379700;COCONUTS;7920;190;;;;;7923;190;;;;;7921.5;-44062.0
2;379800;BANANAS;4836;6;4833;26;;;4840;26;;;;;4838.0;2683.34375
2;379800;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;4838.0
2;379800;COCONUTS;7920;194;;;;;7923;194;;;;;7921.5;-44162.0
2;379800;PINA_COLADAS;14853;110;;;;;14856;110;;;;;14854.5;-34649.0
2;379900;COCONUTS;7920;185;;;;;7923;185;;;;;7921.5;-44034.0
2;379900;PINA_COLADAS;14853;108;;;;;14854;36;14856;108;;;14853.5;-34563.0
2;379900;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;4838.0
2;379900;BANANAS;4833;30;;;;;4840;30;;;;;4836.5;2682.845703125
2;380000;COCONUTS;7922;109;7921;129;;;7924;178;;;;;7923.0;-43183.0
2;380000;PINA_COLADAS;14856;89;;;;;14859;89;;;;;14857.5;-33692.0
2;380000;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;4838.0
2;380000;BANANAS;4833;26;;;;;4839;1;4840;25;;;4836.0;2681.814453125
2;380100;PINA_COLADAS;14855;40;14854;56;;;14857;40;14858;56;;;14856.0;-34077.5
2;380100;PEARLS;9995;22;;;;;10002;7;10005;22;;;9998.5;4838.0
2;380100;BANANAS;4833;22;;;;;4837;7;4839;22;;;4835.0;2680.876953125
2;380100;COCONUTS;7921;171;;;;;7924;171;;;;;7922.5;-43311.5
2;380200;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;4838.0
2;380200;BANANAS;4832;30;;;;;4839;30;;;;;4835.5;2678.912109375
2;380200;COCONUTS;7922;77;7921;123;;;7924;200;;;;;7923.0;-43178.0
2;380200;PINA_COLADAS;14858;108;;;;;14861;108;;;;;14859.5;-33124.5
2;380300;COCONUTS;7921;199;;;;;7924;199;;;;;7922.5;-43300.5
2;380300;PINA_COLADAS;14858;39;14857;62;;;14861;101;;;;;14859.5;-33168.5
2;380300;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;4838.0
2;380300;BANANAS;4832;30;;;;;4839;31;;;;;4835.5;2678.4375
2;380400;COCONUTS;7923;188;;;;;7926;188;;;;;7924.5;-42421.5
2;380400;PINA_COLADAS;14858;111;;;;;14861;111;;;;;14859.5;-33026.0
2;380400;PEARLS;9995;30;;;;;9998;1;10005;30;;;9996.5;4838.0
2;380400;BANANAS;4837;1;4832;30;;;4839;30;;;;;4838.0;2679.314453125
2;380500;PINA_COLADAS;14854;109;;;;;14857;109;;;;;14855.5;-34289.0
2;380500;PEARLS;9998;7;9996;2;9995;29;10004;2;10005;29;;;10001.0;4840.0
2;380500;BANANAS;4834;7;4833;31;;;4839;2;4840;29;;;4836.5;2681.873046875
2;380500;COCONUTS;7922;44;7921;122;;;7924;166;;;;;7923.0;-43197.0
2;380600;BANANAS;4833;29;;;;;4840;29;;;;;4836.5;2682.2890625
2;380600;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;4840.0
2;380600;COCONUTS;7922;192;;;;;7925;192;;;;;7923.5;-42750.0
2;380600;PINA_COLADAS;14856;28;14855;64;;;14858;28;14859;64;;;14857.0;-33820.0
2;380700;COCONUTS;7923;58;7922;104;;;7925;162;;;;;7924.0;-42606.0
2;380700;PINA_COLADAS;14856;34;14855;94;;;14858;94;;;;;14857.0;-33879.0
2;380700;BANANAS;4834;29;;;;;4840;29;;;;;4837.0;2684.724609375
2;380700;PEARLS;10002;1;9995;29;;;10005;29;;;;;10003.5;4840.0
2;380800;COCONUTS;7922;189;;;;;7925;189;;;;;7923.5;-42948.0
2;380800;PINA_COLADAS;14853;32;14852;60;;;14856;92;;;;;14854.5;-34675.0
2;380800;BANANAS;4833;22;;;;;4839;1;4840;21;;;4836.0;2681.998046875
2;380800;PEARLS;9996;1;9995;21;;;9998;4;10004;1;10005;21;9997.0;4842.0
2;380900;PINA_COLADAS;14853;92;;;;;14856;92;;;;;14854.5;-34528.5
2;380900;BANANAS;4839;1;4834;2;4833;22;4840;24;;;;;4839.5;2683.9296875
2;380900;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;4850.0
2;380900;COCONUTS;7922;210;;;;;7923;52;7924;65;7925;145;7922.5;-43140.0
2;381000;BANANAS;4833;29;;;;;4840;29;;;;;4836.5;2685.2626953125
2;381000;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;4850.0
2;381000;COCONUTS;7922;165;;;;;7924;52;7925;113;;;7923.0;-43075.5
2;381000;PINA_COLADAS;14853;23;14852;56;;;14855;23;14856;56;;;14854.0;-34692.0
2;381100;PINA_COLADAS;14847;87;;;;;14848;26;14850;87;;;14847.5;-36300.0
2;381100;BANANAS;4835;5;4834;21;;;4840;21;;;;;4837.5;2687.271484375
2;381100;PEARLS;9998;4;9995;21;;;10005;21;;;;;10001.5;4850.0
2;381100;COCONUTS;7920;153;;;;;7922;45;7923;108;;;7921.0;-44347.5
2;381200;PINA_COLADAS;14849;21;14848;62;;;14851;21;14852;62;;;14850.0;-35882.0
2;381200;BANANAS;4836;3;4835;25;;;4841;25;;;;;4838.5;2690.1083984375
2;381200;PEARLS;9998;3;9996;2;9995;23;10004;2;10005;23;;;10001.0;4850.0
2;381200;COCONUTS;7921;14;7920;203;;;7922;65;7923;138;;;7921.5;-44342.5
2;381300;PINA_COLADAS;14849;82;;;;;14852;82;;;;;14850.5;-35849.5
2;381300;BANANAS;4835;10;4834;32;;;4841;32;;;;;4838.0;2688.76171875
2;381300;PEARLS;9998;10;9996;2;9995;30;10004;2;10005;30;;;10001.0;4850.0
2;381300;COCONUTS;7920;172;;;;;7923;172;;;;;7921.5;-44230.0
2;381400;BANANAS;4835;25;;;;;4841;25;;;;;4838.0;2689.740234375
2;381400;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;4850.0
2;381400;COCONUTS;7920;170;;;;;7922;63;7923;107;;;7921.0;-44306.5
2;381400;PINA_COLADAS;14849;93;;;;;14852;93;;;;;14850.5;-35697.5
2;381500;PINA_COLADAS;14851;92;;;;;14854;92;;;;;14852.5;-35100.0
2;381500;BANANAS;4835;1;4834;28;;;4839;3;4841;29;;;4837.0;2689.478515625
2;381500;PEARLS;9996;1;9995;28;;;10002;3;10004;1;10005;28;9999.0;4850.0
2;381500;COCONUTS;7920;179;;;;;7923;179;;;;;7921.5;-43911.0
2;381600;PINA_COLADAS;14852;28;14851;52;;;14854;28;14855;52;;;14853.0;-34976.0
2;381600;BANANAS;4840;1;4835;27;;;4841;27;;;;;4840.5;2690.2841796875
2;381600;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;4850.0
2;381600;COCONUTS;7921;190;;;;;7924;190;;;;;7922.5;-43446.0
2;381700;PINA_COLADAS;14855;102;;;;;14858;102;;;;;14856.5;-33914.5
2;381700;BANANAS;4835;1;4834;20;;;4841;21;;;;;4838.0;2691.6416015625
2;381700;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;4850.0
2;381700;COCONUTS;7922;207;;;;;7925;207;;;;;7923.5;-42893.5
2;381800;BANANAS;4834;30;;;;;4839;1;4841;30;;;4836.5;2690.3046875
2;381800;PEARLS;9995;30;;;;;10002;1;10005;30;;;9998.5;4850.0
2;381800;COCONUTS;7921;166;;;;;7924;166;;;;;7922.5;-43317.0
2;381800;PINA_COLADAS;14853;94;;;;;14856;94;;;;;14854.5;-34547.0
2;381900;PINA_COLADAS;14851;105;;;;;14854;105;;;;;14852.5;-35234.0
2;381900;BANANAS;4834;24;;;;;4841;24;;;;;4837.5;2691.1064453125
2;381900;PEARLS;10002;1;9996;1;9995;23;10004;1;10005;23;;;10003.0;4850.0
2;381900;COCONUTS;7922;71;7921;119;;;7924;190;;;;;7923.0;-43257.5
2;382000;PINA_COLADAS;14852;103;;;;;14855;103;;;;;14853.5;-34866.0
2;382000;BANANAS;4834;29;;;;;4841;29;;;;;4837.5;2691.009765625
2;382000;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;4852.0
2;382000;COCONUTS;7922;71;7921;142;;;7924;213;;;;;7923.0;-43236.0
2;382100;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;4852.0
2;382100;BANANAS;4834;27;;;;;4841;27;;;;;4837.5;2690.400390625
2;382100;COCONUTS;7921;195;;;;;7924;195;;;;;7922.5;-43304.0
2;382100;PINA_COLADAS;14852;99;;;;;14855;24;14856;75;;;14853.5;-34747.5
2;382200;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;4852.0
2;382200;BANANAS;4835;1;4834;23;;;4836;1;4841;24;;;4835.5;2691.607421875
2;382200;COCONUTS;7924;159;;;;;7927;159;;;;;7925.5;-41794.0
2;382200;PINA_COLADAS;14860;40;14859;72;;;14862;40;14863;72;;;14861.0;-32618.5
2;382300;PEARLS;9995;27;;;;;10002;4;10005;27;;;9998.5;4852.0
2;382300;BANANAS;4834;27;;;;;4839;4;4841;27;;;4836.5;2693.5107421875
2;382300;COCONUTS;7923;198;;;;;7926;198;;;;;7924.5;-42312.5
2;382300;PINA_COLADAS;14858;89;;;;;14861;26;14862;63;;;14859.5;-32948.5
2;382400;PINA_COLADAS;14861;96;;;;;14864;96;;;;;14862.5;-32149.0
2;382400;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;4852.0
2;382400;BANANAS;4834;25;;;;;4840;25;;;;;4837.0;2691.197265625
2;382400;COCONUTS;7924;75;7923;136;;;7926;211;;;;;7925.0;-42000.5
2;382500;PEARLS;9996;1;9995;26;;;10000;6;10004;1;10005;26;9998.0;4855.0
2;382500;BANANAS;4834;27;;;;;4840;27;;;;;4837.0;2695.4140625
2;382500;COCONUTS;7924;195;;;;;7927;195;;;;;7925.5;-41758.0
2;382500;PINA_COLADAS;14865;105;;;;;14868;105;;;;;14866.5;-31051.0
2;382600;PEARLS;9996;1;9995;23;;;10002;9;10004;1;10005;23;9999.0;4855.0
2;382600;BANANAS;4834;24;;;;;4839;9;4841;24;;;4836.5;2696.80859375
2;382600;COCONUTS;7923;204;;;;;7925;79;7926;125;;;7924.0;-42487.0
2;382600;PINA_COLADAS;14862;34;14861;74;;;14865;108;;;;;14863.5;-31973.5
2;382700;PEARLS;10002;4;9995;21;;;10005;21;;;;;10003.5;4855.0
2;382700;BANANAS;4834;21;;;;;4841;21;;;;;4837.5;2698.546875
2;382700;COCONUTS;7922;151;;;;;7925;151;;;;;7923.5;-42907.0
2;382700;PINA_COLADAS;14858;97;;;;;14861;33;14862;64;;;14859.5;-32945.0
2;382800;PINA_COLADAS;14859;88;;;;;14862;88;;;;;14860.5;-32789.0
2;382800;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;4863.0
2;382800;COCONUTS;7923;162;;;;;7925;52;7926;110;;;7924.0;-42455.5
2;382800;BANANAS;4839;2;4835;25;;;4842;25;;;;;4840.5;2702.548828125
2;382900;BANANAS;4840;12;4835;29;;;4842;29;;;;;4841.0;2702.91015625
2;382900;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;4863.0
2;382900;COCONUTS;7923;144;;;;;7926;144;;;;;7924.5;-42379.5
2;382900;PINA_COLADAS;14860;112;;;;;14863;112;;;;;14861.5;-32545.0
2;383000;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;4863.0
2;383000;COCONUTS;7923;186;;;;;7926;186;;;;;7924.5;-42285.5
2;383000;BANANAS;4835;1;4834;29;;;4841;29;;;;;4838.0;2722.9453125
2;383000;PINA_COLADAS;14859;23;14858;56;;;14861;23;14862;56;;;14860.0;-32931.5
2;383100;BANANAS;4835;21;;;;;4841;1;4842;20;;;4838.0;2721.3046875
2;383100;PEARLS;9996;1;9995;20;;;9998;10;10004;1;10005;20;9997.0;4863.0
2;383100;COCONUTS;7925;46;7924;118;;;7927;164;;;;;7926.0;-41461.5
2;383100;PINA_COLADAS;14860;37;14859;51;;;14862;37;14863;51;;;14861.0;-32609.0
2;383200;PINA_COLADAS;14862;112;;;;;14865;112;;;;;14863.5;-31775.0
2;383200;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;4863.0
2;383200;COCONUTS;7924;171;;;;;7927;171;;;;;7925.5;-41511.5
2;383200;BANANAS;4835;25;;;;;4836;1;4842;25;;;4835.5;2722.17578125
2;383300;BANANAS;4835;31;;;;;4842;31;;;;;4838.5;2723.84765625
2;383300;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;4863.0
2;383300;COCONUTS;7925;167;;;;;7927;53;7928;114;;;7926.0;-41327.0
2;383300;PINA_COLADAS;14862;91;;;;;14865;91;;;;;14863.5;-31832.5
2;383400;PEARLS;9998;9;9996;2;9995;29;10004;2;10005;29;;;10001.0;4863.0
2;383400;COCONUTS;7924;212;;;;;7927;212;;;;;7925.5;-41785.5
2;383400;BANANAS;4836;11;4835;29;;;4842;31;;;;;4839.0;2722.359375
2;383400;PINA_COLADAS;14865;30;14864;58;;;14867;30;14868;58;;;14866.0;-31111.0
2;383500;BANANAS;4835;27;;;;;4841;27;;;;;4838.0;2728.4765625
2;383500;PEARLS;10002;1;9995;27;;;10005;27;;;;;10003.5;4863.0
2;383500;COCONUTS;7923;197;;;;;7926;197;;;;;7924.5;-42228.5
2;383500;PINA_COLADAS;14865;90;;;;;14868;90;;;;;14866.5;-31025.5
2;383600;PINA_COLADAS;14866;37;14865;51;;;14869;88;;;;;14867.5;-30771.0
2;383600;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;4865.0
2;383600;COCONUTS;7924;202;;;;;7927;202;;;;;7925.5;-41589.5
2;383600;BANANAS;4834;24;;;;;4835;1;4841;24;;;4834.5;2730.49609375
2;383700;BANANAS;4835;26;;;;;4841;26;;;;;4838.0;2731.15234375
2;383700;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;4868.0
2;383700;COCONUTS;7923;202;;;;;7926;202;;;;;7924.5;-42200.5
2;383700;PINA_COLADAS;14863;87;;;;;14866;87;;;;;14864.5;-31622.5
2;383800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;4868.0
2;383800;COCONUTS;7923;195;;;;;7926;195;;;;;7924.5;-42368.0
2;383800;BANANAS;4834;24;;;;;4841;24;;;;;4837.5;2745.0
2;383800;PINA_COLADAS;14864;32;14863;101;;;14866;35;14867;66;;;14865.0;-31456.0
2;383900;BANANAS;4835;9;4834;31;;;4841;31;;;;;4838.0;2745.0
2;383900;PEARLS;9998;1;9996;1;9995;30;10004;1;10005;30;;;10001.0;4868.0
2;383900;COCONUTS;7923;68;7922;121;;;7925;189;;;;;7924.0;-42650.5
2;383900;PINA_COLADAS;14861;113;;;;;14864;113;;;;;14862.5;-32244.5
2;384000;PINA_COLADAS;14859;98;;;;;14862;98;;;;;14860.5;-32716.0
2;384000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;4868.0
2;384000;COCONUTS;7922;204;;;;;7925;204;;;;;7923.5;-42845.0
2;384000;BANANAS;4834;27;;;;;4840;2;4841;25;;;4837.0;2745.0
2;384100;BANANAS;4834;6;4833;30;;;4840;30;;;;;4837.0;2745.0
2;384100;PEARLS;9998;6;9995;30;;;10005;30;;;;;10001.5;4868.0
2;384100;COCONUTS;7921;225;;;;;7924;225;;;;;7922.5;-43564.5
2;384100;PINA_COLADAS;14857;96;;;;;14860;96;;;;;14858.5;-33437.0
2;384200;PEARLS;9998;1;9995;21;;;10005;21;;;;;10001.5;4868.0
2;384200;COCONUTS;7921;193;;;;;7924;193;;;;;7922.5;-43425.5
2;384200;BANANAS;4838;5;4834;1;4833;21;4840;21;;;;;4839.0;2745.0
2;384200;PINA_COLADAS;14857;104;;;;;14860;104;;;;;14858.5;-33432.5
2;384300;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;4868.0
2;384300;BANANAS;4834;1;4833;30;;;4840;31;;;;;4837.0;2745.0
2;384300;COCONUTS;7922;196;;;;;7924;71;7925;125;;;7923.0;-43128.0
2;384300;PINA_COLADAS;14859;94;;;;;14862;94;;;;;14860.5;-32818.5
2;384400;PINA_COLADAS;14859;104;;;;;14862;104;;;;;14860.5;-32793.5
2;384400;COCONUTS;7922;51;7921;141;;;7924;192;;;;;7923.0;-43202.0
2;384400;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;4868.0
2;384400;BANANAS;4834;2;4833;30;;;4840;32;;;;;4837.0;2745.0
2;384500;PEARLS;9996;2;9995;27;;;10002;9;10004;2;10005;27;9999.0;4868.0
2;384500;BANANAS;4834;2;4833;27;;;4838;9;4840;29;;;4836.0;2745.0
2;384500;COCONUTS;7923;170;;;;;7925;58;7926;112;;;7924.0;-42521.5
2;384500;PINA_COLADAS;14864;79;;;;;14867;79;;;;;14865.5;-31234.5
2;384600;COCONUTS;7922;185;;;;;7925;185;;;;;7923.5;-42904.5
2;384600;PEARLS;9998;4;9995;20;;;10000;3;10005;20;;;9999.0;4868.0
2;384600;BANANAS;4834;4;4833;20;;;4840;20;;;;;4837.0;2745.0
2;384600;PINA_COLADAS;14863;94;;;;;14866;94;;;;;14864.5;-31567.0
2;384700;PEARLS;9996;2;9995;24;;;10002;6;10004;2;10005;24;9999.0;4868.0
2;384700;BANANAS;4834;2;4833;24;;;4838;6;4840;26;;;4836.0;2745.0
2;384700;COCONUTS;7924;49;7923;124;;;7926;173;;;;;7925.0;-42048.5
2;384700;PINA_COLADAS;14865;21;14864;74;;;14867;21;14868;74;;;14866.0;-31094.0
2;384800;PINA_COLADAS;14871;32;14870;57;;;14873;32;14874;57;;;14872.0;-29312.5
2;384800;COCONUTS;7924;201;;;;;7927;201;;;;;7925.5;-41501.0
2;384800;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;4868.0
2;384800;BANANAS;4833;29;;;;;4840;29;;;;;4836.5;2745.0
2;384900;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;4868.0
2;384900;BANANAS;4834;2;4833;23;;;4840;25;;;;;4837.0;2745.0
2;384900;COCONUTS;7924;62;7923;145;;;7926;207;;;;;7925.0;-41971.0
2;384900;PINA_COLADAS;14870;29;14869;60;;;14872;29;14873;60;;;14871.0;-29590.5
2;385000;COCONUTS;7924;211;;;;;7927;211;;;;;7925.5;-41738.5
2;385000;BANANAS;4834;3;4833;31;;;4839;31;;;;;4836.5;2745.0
2;385000;PEARLS;9998;3;9996;2;9995;29;10004;2;10005;29;;;10001.0;4868.0
2;385000;PINA_COLADAS;14871;97;;;;;14874;97;;;;;14872.5;-29087.0
2;385100;BANANAS;4837;5;4832;26;;;4839;26;;;;;4838.0;2745.0
2;385100;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;4868.0
2;385100;COCONUTS;7925;70;7924;189;;;7927;189;;;;;7926.0;-41557.0
2;385100;PINA_COLADAS;14871;21;14870;103;;;14873;103;;;;;14872.0;-29478.5
2;385200;PINA_COLADAS;14869;91;;;;;14872;91;;;;;14870.5;-29801.5
2;385200;COCONUTS;7925;149;;;;;7927;44;7928;105;;;7926.0;-41248.5
2;385200;BANANAS;4832;25;;;;;4838;1;4839;24;;;4835.0;2745.0
2;385200;PEARLS;9996;1;9995;24;;;9998;1;10004;1;10005;24;9997.0;4868.0
2;385300;BANANAS;4832;1;4831;23;;;4838;25;;;;;4835.0;2745.0
2;385300;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;4870.0
2;385300;COCONUTS;7926;54;7925;106;;;7928;160;;;;;7927.0;-40811.5
2;385300;PINA_COLADAS;14868;23;14867;61;;;14871;84;;;;;14869.5;-30152.0
2;385400;COCONUTS;7925;147;;;;;7928;147;;;;;7926.5;-41076.0
2;385400;BANANAS;4832;5;4831;25;;;4838;25;;;;;4835.0;2745.0
2;385400;PEARLS;9998;5;9996;2;9995;23;10004;2;10005;23;;;10001.0;4870.0
2;385400;PINA_COLADAS;14866;92;;;;;14869;92;;;;;14867.5;-30694.0
2;385500;BANANAS;4832;2;4831;20;;;4833;3;4836;10;4838;22;4832.5;2745.0
2;385500;PEARLS;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;4870.0
2;385500;COCONUTS;7928;68;7927;177;;;7930;177;;;;;7929.0;-39967.0
2;385500;PINA_COLADAS;14869;104;;;;;14872;104;;;;;14870.5;-29741.5
2;385600;PINA_COLADAS;14864;82;;;;;14867;82;;;;;14865.5;-31315.0
2;385600;BANANAS;4833;7;4832;30;;;4838;30;;;;;4835.5;2751.1484375
2;385600;PEARLS;9998;7;9996;2;9995;28;10004;2;10005;28;;;10001.0;4870.0
2;385600;COCONUTS;7926;192;;;;;7929;192;;;;;7927.5;-40551.0
2;385700;BANANAS;4832;26;;;;;4838;26;;;;;4835.0;2751.283203125
